location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
AFG,True,True,Takhar,,AF18,Takhar,,,1,all,50-54,50,54,34742,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,f,55-59,55,59,13673,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,m,55-59,55,59,14331,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,all,55-59,55,59,28004,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,f,60-64,60,64,10149,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,m,60-64,60,64,12679,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,all,60-64,60,64,22828,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,f,65-69,65,69,7147,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,m,65-69,65,69,9804,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,all,65-69,65,69,16951,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,f,70-74,70,74,4391,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,m,70-74,70,74,6615,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,all,70-74,70,74,11006,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,f,75-79,75,79,1879,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,m,75-79,75,79,3114,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,all,75-79,75,79,4993,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,f,80+,80,None,2225,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,m,80+,80,None,3590,2021-01-01,2021-12-31
AFG,True,True,Takhar,,AF18,Takhar,,,1,all,80+,80,None,5815,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,all,None,None,274229,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,all,None,None,287181,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,all,None,None,561410,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,0-4,0,4,49350,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,0-4,0,4,51762,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,0-4,0,4,101112,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,5-9,5,9,42488,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,5-9,5,9,45900,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,5-9,5,9,88388,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,10-14,10,14,35875,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,10-14,10,14,39859,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,10-14,10,14,75734,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,15-19,15,19,30506,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,15-19,15,19,32928,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,15-19,15,19,63434,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,20-24,20,24,25959,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,20-24,20,24,24411,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,20-24,20,24,50370,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,25-29,25,29,20939,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,25-29,25,29,19227,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,25-29,25,29,40166,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,30-34,30,34,14655,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,30-34,30,34,14918,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,30-34,30,34,29573,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,35-39,35,39,11863,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,35-39,35,39,12189,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,35-39,35,39,24052,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,40-44,40,44,10883,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,40-44,40,44,10369,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,40-44,40,44,21252,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,45-49,45,49,9077,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,45-49,45,49,8631,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,45-49,45,49,17708,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,50-54,50,54,6978,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,50-54,50,54,6880,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,50-54,50,54,13858,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,55-59,55,59,5424,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,55-59,55,59,5748,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,55-59,55,59,11172,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,60-64,60,64,4026,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,60-64,60,64,5085,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,60-64,60,64,9111,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,65-69,65,69,2836,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,65-69,65,69,3932,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,65-69,65,69,6768,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,70-74,70,74,1742,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,70-74,70,74,2653,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,70-74,70,74,4395,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,75-79,75,79,745,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,75-79,75,79,1249,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,75-79,75,79,1994,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,f,80+,80,None,883,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,m,80+,80,None,1440,2021-01-01,2021-12-31
AFG,True,True,Uruzgan,,AF25,Uruzgan,,,1,all,80+,80,None,2323,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,all,None,None,242876,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,all,None,None,251936,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,all,None,None,494812,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,0-4,0,4,43708,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,0-4,0,4,45410,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,0-4,0,4,89118,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,5-9,5,9,37630,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,5-9,5,9,40267,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,5-9,5,9,77897,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,10-14,10,14,31773,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,10-14,10,14,34967,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,10-14,10,14,66740,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,15-19,15,19,27019,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,15-19,15,19,28887,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,15-19,15,19,55906,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,20-24,20,24,22992,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,20-24,20,24,21415,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,20-24,20,24,44407,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,25-29,25,29,18545,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,25-29,25,29,16867,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,25-29,25,29,35412,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,30-34,30,34,12979,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,30-34,30,34,13087,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,30-34,30,34,26066,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,35-39,35,39,10507,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,35-39,35,39,10693,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,35-39,35,39,21200,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,40-44,40,44,9638,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,40-44,40,44,9096,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,40-44,40,44,18734,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,45-49,45,49,8039,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,45-49,45,49,7572,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,45-49,45,49,15611,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,50-54,50,54,6180,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,50-54,50,54,6036,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,50-54,50,54,12216,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,55-59,55,59,4804,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,55-59,55,59,5042,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,55-59,55,59,9846,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,60-64,60,64,3566,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,60-64,60,64,4461,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,60-64,60,64,8027,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,65-69,65,69,2511,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,65-69,65,69,3449,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,65-69,65,69,5960,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,70-74,70,74,1543,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,70-74,70,74,2328,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,70-74,70,74,3871,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,75-79,75,79,660,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,75-79,75,79,1096,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,75-79,75,79,1756,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,f,80+,80,None,782,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,m,80+,80,None,1263,2021-01-01,2021-12-31
AFG,True,True,Zabul,,AF26,Zabul,,,1,all,80+,80,None,2045,2021-01-01,2021-12-31
